Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Length,Relative Time,cluster,dbscan_cluster,anomaly
192.168.29.59,192.168.29.1,TCP,62925,53,54,1750930528.208339,0,0,1
192.168.29.59,192.168.29.1,TCP,62925,53,102,1750930528.209249,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62924,54,1750930528.210778,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62925,54,1750930528.213363,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,169,1750930528.232702,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62924,55,1750930528.232995,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,590,1750930528.233077,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62923,55,1750930528.235559,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62925,55,1750930528.236857,0,0,1
192.168.29.59,192.168.29.1,TCP,62924,53,54,1750930528.285133,0,0,1
192.168.29.59,192.168.29.1,TCP,62923,53,54,1750930528.285507,0,0,1
192.168.29.59,192.168.29.1,TCP,62925,53,54,1750930528.285618,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62924,117,1750930528.289439,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62923,129,1750930528.289439,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62925,151,1750930528.289439,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930528.289439,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930528.289439,0,0,1
192.168.29.59,192.168.29.1,TCP,62924,53,54,1750930528.293457,0,0,1
192.168.29.59,192.168.29.1,TCP,62923,53,54,1750930528.294153,0,0,1
192.168.29.59,192.168.29.1,TCP,62925,53,54,1750930528.294646,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,648,1750930528.295461,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930528.296108,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62924,54,1750930528.296864,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62923,54,1750930528.296864,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62925,54,1750930528.297385,0,0,1
192.168.29.59,192.168.29.1,TCP,62924,53,54,1750930528.297503,0,0,1
192.168.29.59,192.168.29.1,TCP,62923,53,54,1750930528.29763,0,0,1
192.168.29.59,192.168.29.1,TCP,62925,53,54,1750930528.297973,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930528.534316,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,147,1750930528.535924,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930528.593609,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930528.593609,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,254,1750930528.593961,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930528.59416,0,0,1
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930528.670339,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930528.702368,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,212,1750930528.702748,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930528.759349,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930528.759349,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930528.759349,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930528.759349,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930528.759893,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930528.806521,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930528.946171,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,805,1750930528.94669,1,0,-1
192.168.29.59,192.168.29.1,TCP,62928,53,66,1750930528.994583,0,0,1
192.168.29.59,192.168.29.1,TCP,62929,53,66,1750930528.995283,0,0,1
192.168.29.59,192.168.29.1,TCP,62930,53,66,1750930528.996337,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62928,66,1750930529.007091,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62929,66,1750930529.007091,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62930,66,1750930529.007091,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930529.007091,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930529.007091,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930529.007091,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930529.007091,0,0,1
192.168.29.59,192.168.29.1,TCP,62928,53,54,1750930529.007996,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930529.008104,0,0,1
192.168.29.59,192.168.29.1,TCP,62929,53,54,1750930529.008156,0,0,1
192.168.29.59,192.168.29.1,TCP,62930,53,54,1750930529.008221,0,0,1
192.168.29.59,192.168.29.1,TCP,62928,53,93,1750930529.008251,0,0,1
192.168.29.59,192.168.29.1,TCP,62930,53,93,1750930529.00842,0,0,1
192.168.29.59,192.168.29.1,TCP,62929,53,93,1750930529.008431,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930529.008618,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,208,1750930529.009044,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930529.009585,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,227,1750930529.010007,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62928,54,1750930529.018259,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62930,54,1750930529.018904,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62929,54,1750930529.020556,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62928,55,1750930529.037188,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62930,55,1750930529.04128,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62929,55,1750930529.05039,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930529.06677,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930529.06677,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,453,1750930529.06893,0,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930529.069285,0,0,1
192.168.29.59,192.168.29.1,TCP,62928,53,54,1750930529.081882,0,0,1
192.168.29.59,192.168.29.1,TCP,62930,53,54,1750930529.081954,0,0,1
192.168.29.59,192.168.29.1,TCP,62929,53,54,1750930529.090821,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62928,120,1750930529.090912,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62930,142,1750930529.090912,0,0,1
192.168.29.59,192.168.29.1,TCP,62928,53,54,1750930529.091855,0,0,1
192.168.29.59,192.168.29.1,TCP,62930,53,54,1750930529.091945,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62929,108,1750930529.096936,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62928,54,1750930529.096936,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62930,54,1750930529.096936,0,0,1
192.168.29.59,192.168.29.1,TCP,62928,53,54,1750930529.097597,0,0,1
192.168.29.59,192.168.29.1,TCP,62930,53,54,1750930529.097656,0,0,1
192.168.29.59,192.168.29.1,TCP,62929,53,54,1750930529.097875,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62929,54,1750930529.100011,0,0,1
192.168.29.59,192.168.29.1,TCP,62929,53,54,1750930529.100518,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930529.189676,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,280,1750930529.190064,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930529.190604,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,598,1750930529.190867,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930529.254785,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930529.254785,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,453,1750930529.254785,0,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930529.255322,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930529.255878,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930529.256293,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,371,1750930529.256293,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930529.256847,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1152,1750930529.257106,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930529.257572,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930529.257838,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,517,1750930529.257838,0,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930529.258259,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,222,1750930529.258437,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930529.314011,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930529.314011,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930529.314011,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930529.314011,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930529.314011,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930529.314465,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930529.315459,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930529.316247,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930529.316247,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,453,1750930529.316634,0,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930529.316678,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930529.364676,0,0,1
192.168.29.59,192.168.29.1,TCP,62932,53,66,1750930529.427008,0,0,1
192.168.29.59,192.168.29.1,TCP,62933,53,66,1750930529.427859,0,0,1
192.168.29.59,192.168.29.1,TCP,62934,53,66,1750930529.428776,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62932,66,1750930529.437714,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62933,66,1750930529.437714,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62934,66,1750930529.437714,0,0,1
192.168.29.59,192.168.29.1,TCP,62932,53,54,1750930529.438595,0,0,1
192.168.29.59,192.168.29.1,TCP,62933,53,54,1750930529.438748,0,0,1
192.168.29.59,192.168.29.1,TCP,62934,53,54,1750930529.438838,0,0,1
192.168.29.59,192.168.29.1,TCP,62934,53,89,1750930529.439289,0,0,1
192.168.29.59,192.168.29.1,TCP,62933,53,89,1750930529.439356,0,0,1
192.168.29.59,192.168.29.1,TCP,62932,53,89,1750930529.439479,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62934,54,1750930529.445392,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930529.446334,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,280,1750930529.446663,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62933,54,1750930529.4474,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62932,54,1750930529.450949,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62932,55,1750930529.470798,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62934,55,1750930529.471099,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62933,55,1750930529.486702,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930529.502999,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930529.502999,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930529.503376,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930529.503798,0,0,1
192.168.29.59,192.168.29.1,TCP,62932,53,54,1750930529.511635,0,0,1
192.168.29.59,192.168.29.1,TCP,62934,53,54,1750930529.511784,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62932,116,1750930529.519295,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62934,145,1750930529.519295,0,0,1
192.168.29.59,192.168.29.1,TCP,62932,53,54,1750930529.52022,0,0,1
192.168.29.59,192.168.29.1,TCP,62934,53,54,1750930529.520348,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62932,54,1750930529.523966,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62934,54,1750930529.523966,0,0,1
192.168.29.59,192.168.29.1,TCP,62932,53,54,1750930529.524536,0,0,1
192.168.29.59,192.168.29.1,TCP,62934,53,54,1750930529.524599,0,0,1
192.168.29.59,192.168.29.1,TCP,62933,53,54,1750930529.527621,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62933,104,1750930529.52943,0,0,1
192.168.29.59,192.168.29.1,TCP,62933,53,54,1750930529.530826,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62933,54,1750930529.538512,0,0,1
192.168.29.59,192.168.29.1,TCP,62933,53,54,1750930529.539005,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930529.640365,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,243,1750930529.640766,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930529.696338,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930529.696338,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930529.700442,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930529.700802,0,0,1
192.168.29.59,192.168.29.1,TCP,62936,53,66,1750930529.717553,0,0,1
192.168.29.59,192.168.29.1,TCP,62937,53,66,1750930529.718231,0,0,1
192.168.29.59,192.168.29.1,TCP,62938,53,66,1750930529.718855,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62936,66,1750930529.723882,0,0,1
192.168.29.59,192.168.29.1,TCP,62936,53,54,1750930529.724284,0,0,1
192.168.29.59,192.168.29.1,TCP,62936,53,89,1750930529.724979,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62937,66,1750930529.729513,0,0,1
192.168.29.59,192.168.29.1,TCP,62937,53,54,1750930529.729897,0,0,1
192.168.29.59,192.168.29.1,TCP,62937,53,89,1750930529.730602,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62938,66,1750930529.732532,0,0,1
192.168.29.59,192.168.29.1,TCP,62938,53,54,1750930529.732917,0,0,1
192.168.29.59,192.168.29.1,TCP,62938,53,89,1750930529.733635,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62936,54,1750930529.736338,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62937,54,1750930529.739846,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62938,54,1750930529.740547,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62937,55,1750930529.757269,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62938,55,1750930529.762575,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62936,55,1750930529.772403,0,0,1
192.168.29.59,192.168.29.1,TCP,62937,53,54,1750930529.80108,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62937,104,1750930529.80294,0,0,1
192.168.29.59,192.168.29.1,TCP,62937,53,54,1750930529.803802,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62937,54,1750930529.805534,0,0,1
192.168.29.59,192.168.29.1,TCP,62937,53,54,1750930529.806124,0,0,1
192.168.29.59,192.168.29.1,TCP,62938,53,54,1750930529.809142,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62938,138,1750930529.810904,0,0,1
192.168.29.59,192.168.29.1,TCP,62938,53,54,1750930529.811802,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62938,54,1750930529.813793,0,0,1
192.168.29.59,192.168.29.1,TCP,62938,53,54,1750930529.814402,0,0,1
192.168.29.59,192.168.29.1,TCP,62936,53,54,1750930529.820046,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62936,116,1750930529.821879,0,0,1
192.168.29.59,192.168.29.1,TCP,62936,53,54,1750930529.824017,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62936,54,1750930529.827052,0,0,1
192.168.29.59,192.168.29.1,TCP,62936,53,54,1750930529.827603,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930530.363432,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,823,1750930530.363912,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930530.421494,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930530.421494,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930530.421494,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930530.421494,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930530.422781,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930530.423384,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930530.423943,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,299,1750930530.423943,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930530.424663,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,275,1750930530.425117,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930530.481636,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930530.481636,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930530.481636,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930530.481636,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930530.482378,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930530.591909,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,273,1750930530.592365,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930530.592902,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,574,1750930530.593189,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930530.593637,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,301,1750930530.593886,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930530.648968,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930530.648968,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930530.649357,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930530.649357,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930530.649357,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930530.649679,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930530.649983,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930530.653506,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930530.653506,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930530.653506,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930530.653965,0,0,1
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930530.721967,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930530.888872,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,226,1750930530.889469,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930530.890706,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1113,1750930530.891486,1,0,-1
192.168.29.59,192.168.29.1,TCP,62941,53,66,1750930530.894849,0,0,1
192.168.29.59,192.168.29.1,TCP,62942,53,66,1750930530.895721,0,0,1
192.168.29.59,192.168.29.1,TCP,62943,53,66,1750930530.896419,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62941,66,1750930530.901711,0,0,1
192.168.29.59,192.168.29.1,TCP,62941,53,54,1750930530.901955,0,0,1
192.168.29.59,192.168.29.1,TCP,62941,53,100,1750930530.902663,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62942,66,1750930530.903004,0,0,1
192.168.29.59,192.168.29.1,TCP,62942,53,54,1750930530.90323,0,0,1
192.168.29.59,192.168.29.1,TCP,62942,53,100,1750930530.903919,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62943,66,1750930530.913825,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62941,54,1750930530.913825,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62942,54,1750930530.913825,0,0,1
192.168.29.59,192.168.29.1,TCP,62943,53,54,1750930530.914344,0,0,1
192.168.29.59,192.168.29.1,TCP,62943,53,100,1750930530.91521,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62943,54,1750930530.919692,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62941,55,1750930530.9311,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62942,55,1750930530.9407,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930530.94617,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930530.94617,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,262,1750930530.94617,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62943,55,1750930530.946753,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930530.94685,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930530.947169,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,240,1750930530.947469,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930530.947444,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930530.947444,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,203,1750930530.947444,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,200,1750930530.947444,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930530.948135,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930530.948496,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,218,1750930530.948861,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930530.949352,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,220,1750930530.949629,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930530.950111,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,313,1750930530.950404,0,0,1
192.168.29.59,192.168.29.1,TCP,62941,53,54,1750930530.971493,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62941,127,1750930530.973545,0,0,1
192.168.29.59,192.168.29.1,TCP,62941,53,54,1750930530.97443,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62941,54,1750930530.976926,0,0,1
192.168.29.59,192.168.29.1,TCP,62941,53,54,1750930530.977433,0,0,1
192.168.29.59,192.168.29.1,TCP,62942,53,54,1750930530.988056,0,0,1
192.168.29.59,192.168.29.1,TCP,62943,53,54,1750930530.988222,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62942,115,1750930530.990019,0,0,1
192.168.29.59,192.168.29.1,TCP,62942,53,54,1750930530.990899,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62943,156,1750930530.99122,0,0,1
192.168.29.59,192.168.29.1,TCP,62943,53,54,1750930530.992164,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62942,54,1750930530.99235,0,0,1
192.168.29.59,192.168.29.1,TCP,62942,53,54,1750930530.992794,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62943,54,1750930530.994249,0,0,1
192.168.29.59,192.168.29.1,TCP,62943,53,54,1750930530.994793,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.005974,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930531.005974,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930531.005974,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.006586,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.007183,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930531.007413,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,652,1750930531.007413,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.008044,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,237,1750930531.00834,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.011692,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,135,1750930531.011692,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930531.011692,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930531.011692,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930531.011692,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930531.011692,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.012457,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.012661,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.057431,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.064642,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930531.064642,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930531.064642,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.065234,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.066409,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930531.066409,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930531.066409,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.066954,0,0,1
192.168.29.59,192.168.29.1,TCP,62945,53,66,1750930531.092033,0,0,1
192.168.29.59,192.168.29.1,TCP,62946,53,66,1750930531.092872,0,0,1
192.168.29.59,192.168.29.1,TCP,62947,53,66,1750930531.093545,0,0,1
192.168.29.59,192.168.29.1,TCP,62948,53,66,1750930531.094936,0,0,1
192.168.29.59,192.168.29.1,TCP,62949,53,66,1750930531.09705,0,0,1
192.168.29.59,192.168.29.1,TCP,62950,53,66,1750930531.098566,0,0,1
192.168.29.59,192.168.29.1,TCP,62951,53,66,1750930531.107237,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62945,66,1750930531.107307,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62946,66,1750930531.107307,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62947,66,1750930531.107307,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62948,66,1750930531.107307,0,0,1
192.168.29.59,192.168.29.1,TCP,62945,53,54,1750930531.107926,0,0,1
192.168.29.59,192.168.29.1,TCP,62946,53,54,1750930531.108065,0,0,1
192.168.29.59,192.168.29.1,TCP,62947,53,54,1750930531.108144,0,0,1
192.168.29.59,192.168.29.1,TCP,62952,53,66,1750930531.108146,0,0,1
192.168.29.59,192.168.29.1,TCP,62948,53,54,1750930531.108189,0,0,1
192.168.29.59,192.168.29.1,TCP,62953,53,66,1750930531.108948,0,0,1
192.168.29.59,192.168.29.1,TCP,62945,53,100,1750930531.110731,0,0,1
192.168.29.59,192.168.29.1,TCP,62946,53,100,1750930531.110855,0,0,1
192.168.29.59,192.168.29.1,TCP,62947,53,100,1750930531.110968,0,0,1
192.168.29.59,192.168.29.1,TCP,62948,53,100,1750930531.111075,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62949,66,1750930531.11701,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62950,66,1750930531.11701,0,0,1
192.168.29.59,192.168.29.1,TCP,62949,53,54,1750930531.117599,0,0,1
192.168.29.59,192.168.29.1,TCP,62950,53,54,1750930531.117837,0,0,1
