Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Length,Relative Time,cluster,dbscan_cluster,anomaly
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.548009,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930533.549809,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.591261,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930533.655399,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,171,1750930533.655879,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.656771,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,356,1750930533.657109,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.71502,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930533.71502,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930533.71502,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930533.71502,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.715857,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.834121,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.834707,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.834707,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1259,1750930533.834707,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.835312,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1183,1750930533.83593,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.893232,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.893232,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930533.893232,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930533.893232,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930533.893232,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930533.893232,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.893927,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.894168,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.894373,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.894718,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.894718,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1343,1750930533.894718,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.953247,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.953247,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930533.953247,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930533.953247,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930533.953247,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.953799,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.954236,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,368,1750930533.954615,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.010891,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.010891,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,203,1750930534.014309,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,192,1750930534.014309,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.014763,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.062583,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.121727,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,330,1750930534.12239,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.123037,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1189,1750930534.124193,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.181342,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.181342,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930534.181342,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930534.181342,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.181342,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.181342,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930534.181342,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.182024,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.182228,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.234409,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.291032,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,586,1750930534.291669,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.352372,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.352372,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930534.352372,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930534.352372,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.352939,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.353431,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930534.35385,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,624,1750930534.35385,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.354426,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1210,1750930534.354908,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.41225,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.41225,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.412723,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.412723,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930534.412723,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.41303,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930534.415227,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930534.415227,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.415688,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.456166,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.517006,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1196,1750930534.517491,1,0,-1
192.168.29.59,192.168.29.1,TCP,62966,53,66,1750930534.523811,0,0,1
192.168.29.59,192.168.29.1,TCP,62967,53,66,1750930534.524512,0,0,1
192.168.29.59,192.168.29.1,TCP,62968,53,66,1750930534.525049,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62966,66,1750930534.532107,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62967,66,1750930534.532107,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62968,66,1750930534.532107,0,0,1
192.168.29.59,192.168.29.1,TCP,62966,53,54,1750930534.532601,0,0,1
192.168.29.59,192.168.29.1,TCP,62967,53,54,1750930534.532728,0,0,1
192.168.29.59,192.168.29.1,TCP,62968,53,54,1750930534.532798,0,0,1
192.168.29.59,192.168.29.1,TCP,62968,53,95,1750930534.533305,0,0,1
192.168.29.59,192.168.29.1,TCP,62966,53,95,1750930534.533301,0,0,1
192.168.29.59,192.168.29.1,TCP,62967,53,95,1750930534.534298,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62968,54,1750930534.542342,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62966,54,1750930534.542342,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62967,54,1750930534.542342,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62966,55,1750930534.562826,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62968,55,1750930534.566523,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62967,55,1750930534.566913,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.574692,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.574692,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930534.574692,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930534.574692,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.575215,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930534.575777,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,262,1750930534.576324,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930534.576913,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,344,1750930534.577252,0,0,1
192.168.29.59,192.168.29.1,TCP,62966,53,54,1750930534.608853,0,0,1
192.168.29.59,192.168.29.1,TCP,62968,53,54,1750930534.608998,0,0,1
192.168.29.59,192.168.29.1,TCP,62967,53,54,1750930534.609042,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62966,174,1750930534.612448,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62968,174,1750930534.612448,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62967,158,1750930534.612448,0,0,1
192.168.29.59,192.168.29.1,TCP,62968,53,54,1750930534.613567,0,0,1
192.168.29.59,192.168.29.1,TCP,62967,53,54,1750930534.613801,0,0,1
192.168.29.59,192.168.29.1,TCP,62966,53,54,1750930534.614056,0,0,1
192.168.29.59,18.161.216.90,TCP,62969,443,66,1750930534.614908,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62967,54,1750930534.615807,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62966,54,1750930534.616134,0,0,1
192.168.29.59,192.168.29.1,TCP,62967,53,54,1750930534.616294,0,0,1
192.168.29.59,192.168.29.1,TCP,62966,53,54,1750930534.6166,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62968,54,1750930534.618681,0,0,1
192.168.29.59,192.168.29.1,TCP,62968,53,54,1750930534.619327,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.636978,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930534.636978,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,451,1750930534.636978,0,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.637411,0,0,1
18.161.216.90,192.168.29.59,TCP,443,62969,66,1750930534.637792,0,0,1
192.168.29.59,18.161.216.90,TCP,62969,443,54,1750930534.63825,0,0,1
192.168.29.59,18.161.216.90,TCP,62969,443,571,1750930534.656879,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.753587,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1217,1750930534.75399,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.754655,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1237,1750930534.755093,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.81728,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930534.81728,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930534.81728,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930534.81728,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930534.81728,0,0,1
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930534.81728,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.818371,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.818652,0,0,1
192.168.29.59,18.161.216.90,TCP,62969,443,571,1750930534.899207,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.939054,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930534.939501,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,615,1750930534.939501,0,0,1
18.161.216.90,192.168.29.59,TCP,443,62969,54,1750930534.943985,0,0,1
18.161.216.90,192.168.29.59,TCP,443,62969,66,1750930534.943985,0,0,1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930534.943985,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930534.943985,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,583,1750930534.943985,0,0,1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930534.943985,1,0,-1
192.168.29.59,18.161.216.90,TCP,62969,443,66,1750930534.944804,0,0,1
192.168.29.59,18.161.216.90,TCP,62969,443,54,1750930534.944957,0,0,1
192.168.29.59,18.161.216.90,TCP,62969,443,118,1750930534.977526,0,0,1
192.168.29.59,18.161.216.90,TCP,62969,443,817,1750930534.983652,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,54,1750930534.995298,0,0,1
18.161.216.90,192.168.29.59,TCP,443,62969,233,1750930534.996058,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.997441,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.997441,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930534.997785,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.997993,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930534.998407,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,134,1750930534.998824,0,0,1
18.161.216.90,192.168.29.59,TCP,443,62969,721,1750930535.007372,0,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372,1,0,-1
18.161.216.90,192.168.29.59,TCP,443,62969,1264,1750930535.007372,1,0,-1
192.168.29.59,18.161.216.90,TCP,62969,443,54,1750930535.008632,0,0,1
192.168.29.59,18.161.216.90,TCP,62969,443,54,1750930535.009177,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930535.056289,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930535.056289,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930535.056289,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,135,1750930535.056289,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930535.056794,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930535.0999,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930535.447113,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,959,1750930535.447543,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930535.503338,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930535.503823,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930535.504073,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930535.504296,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930535.504676,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,350,1750930535.505079,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930535.505531,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,209,1750930535.505778,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930535.566156,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930535.566156,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930535.566156,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930535.566156,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930535.566156,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930535.566628,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930535.566998,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930535.567673,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,788,1750930535.568054,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930535.624708,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930535.624708,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930535.625105,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930535.625478,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930535.933095,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,347,1750930535.93366,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930535.990813,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930535.990813,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930535.990813,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930535.990813,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930535.991611,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930536.037924,0,0,1
192.168.29.59,74.125.250.255,UDP,64654,3478,162,1750930536.130526,0,0,1
74.125.250.255,192.168.29.59,UDP,3478,64654,110,1750930536.159764,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930536.254069,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,247,1750930536.254461,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930536.254914,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,764,1750930536.255183,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930536.319289,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930536.319289,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930536.319289,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930536.319289,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930536.319907,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930536.478559,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,294,1750930536.478989,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930536.537353,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930536.537353,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930536.537353,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930536.53785,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930536.538327,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,315,1750930536.5388,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930536.53936,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930536.539743,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,371,1750930536.539743,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930536.540412,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930536.54071,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,325,1750930536.54071,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930536.541352,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1023,1750930536.541714,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930536.59633,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930536.59633,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930536.59633,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930536.596711,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930536.597221,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930536.597221,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930536.597221,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930536.597221,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930536.597531,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930536.597739,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930536.598099,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,618,1750930536.598099,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930536.598634,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930536.598972,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,599,1750930536.598972,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930536.599316,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930536.599316,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930536.599316,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930536.599499,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,175,1750930536.599956,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930536.60124,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930536.650608,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930536.654214,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930536.654938,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930536.654938,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930536.6562,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930536.656216,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,212,1750930536.656514,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930536.656558,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930536.656558,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930536.656558,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930536.656888,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,208,1750930536.657291,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930536.657809,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930536.657809,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930536.657809,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,141,1750930536.658154,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930536.658197,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930536.6585,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930536.714113,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930536.714113,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930536.714999,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930536.714999,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930536.715387,0,0,1
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930536.862604,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930537.08227,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,212,1750930537.082825,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930537.141022,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930537.141022,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930537.141022,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930537.141022,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930537.141595,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930537.187153,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930537.252685,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,208,1750930537.253247,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930537.310629,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930537.310629,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930537.310987,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930537.31122,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930537.440278,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,823,1750930537.440691,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930537.441173,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930537.441663,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,307,1750930537.441663,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930537.498507,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930537.498507,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930537.499411,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930537.499411,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930537.499477,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930537.499778,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,851,1750930537.499929,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930537.500543,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930537.500543,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930537.502342,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930537.502342,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930537.502771,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930537.546957,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930537.556947,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930537.556947,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930537.556947,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930537.556947,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930537.557877,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930537.597601,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930537.669425,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,277,1750930537.669912,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930537.670457,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,273,1750930537.670778,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930537.729716,0,0,1
